$wmc,$dit,$noc,$cbo,$rfc,$lcom,$ca,$ce,$npm,$lcom3,$loc,$dam,$moa,$mfa,$cam,$ic,$cbm,$amc,$max_cc,$avg_cc,$<bug
10.0,1.0,0.0,3.0,11.0,15.0,3.0,0.0,10.0,0.333333333,154.0,1.0,0.0,0.0,0.32,1.0,1.0,14.3,4.0,1.0,1.0
12.0,5.0,0.0,6.0,37.0,0.0,1.0,5.0,7.0,0.696969697,308.0,1.0,0.0,0.736842105,0.3,2.0,5.0,24.16666667,13.0,1.3333,0.0
13.0,1.0,4.0,11.0,18.0,0.0,5.0,10.0,9.0,0.583333333,78.0,1.0,1.0,0.0,0.0,0.0,0.0,4.846153846,1.0,0.9231,1.0
14.0,1.0,0.0,4.0,43.0,81.0,1.0,3.0,11.0,0.857142857,230.0,0.857142857,0.0,0.0,0.28571428600000004,0.0,0.0,14.92857143,0.0,1.5714,0.0
8.0,4.0,0.0,16.0,25.0,28.0,13.0,3.0,5.0,2.0,122.0,0.0,0.0,0.88,0.3125,1.0,1.0,14.25,6.0,0.0,0.0
7.0,2.0,2.0,2.0,15.0,0.0,2.0,8.0,5.0,0.8666666670000001,143.0,1.0,0.0,0.454545455,0.392857143,1.0,1.0,18.71428571,1.0,0.8571,0.0
7.0,3.0,0.0,7.0,36.0,0.0,0.0,7.0,7.0,0.666666667,261.0,1.0,0.0,0.860465116,0.342857143,2.0,2.0,35.57142857,15.0,0.8571,0.0
3.0,1.0,0.0,3.0,27.0,0.0,0.0,3.0,2.0,0.75,104.0,0.5,0.0,0.0,0.666666667,0.0,0.0,33.0,1.0,0.6667,0.0
9.0,5.0,0.0,5.0,28.0,12.0,0.0,5.0,8.0,0.5,217.0,1.0,0.0,0.8,0.0,2.0,5.0,22.66666667,1.0,0.7778,0.0
3.0,1.0,0.0,0.0,3.0,3.0,2.0,0.0,3.0,1.5,4.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,1.0,1.0,0.0
1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
22.0,1.0,0.0,34.0,111.0,363.0,14.0,22.0,22.0,0.845735027,1004.0,0.7894736840000001,6.0,0.0,0.108374384,0.0,0.0,31.83333333,11.0,1.9333,1.0
4.0,2.0,0.0,6.0,12.0,6.0,1.0,5.0,3.0,2.0,71.0,0.0,0.0,0.625,0.5,0.0,0.0,0.0,1.0,0.75,0.0
15.0,4.0,2.0,18.0,55.0,37.0,2.0,16.0,9.0,0.728571429,730.0,1.0,4.0,0.846153846,0.193333333,3.0,7.0,47.0,12.0,2.4667,1.0
0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,0.909090909,0.75,1.0,1.0,2.5,1.0,0.5,0.0
42.0,4.0,0.0,15.0,92.0,753.0,3.0,13.0,7.0,0.948350072,707.0,0.941176471,4.0,0.655462185,0.140692641,3.0,3.0,15.42857143,5.0,1.4048,0.0
5.0,1.0,1.0,3.0,15.0,0.0,2.0,1.0,4.0,0.5,137.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,4.0,1.8,0.0
6.0,2.0,0.0,3.0,11.0,13.0,2.0,1.0,6.0,1.0,68.0,1.0,0.0,0.924242424,0.444444444,1.0,5.0,10.16666667,3.0,1.5,0.0
1.0,1.0,0.0,36.0,1.0,0.0,35.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,3.0,1.0,0.0,2.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
17.0,1.0,3.0,15.0,66.0,90.0,4.0,12.0,6.0,0.791666667,630.0,1.0,2.0,0.0,1.0,0.0,0.0,35.88235294,14.0,2.4118,0.0
7.0,3.0,0.0,7.0,28.0,0.0,0.0,7.0,6.0,0.666666667,191.0,0.0,1.0,0.860465116,0.314285714,0.0,0.0,25.71428571,2.0,1.0,0.0
8.0,3.0,0.0,6.0,55.0,24.0,0.0,6.0,3.0,0.80952381,643.0,0.5,0.0,0.8409090909999999,1.0,0.0,0.0,78.625,3.0,1.25,0.0
4.0,4.0,0.0,6.0,32.0,6.0,0.0,6.0,1.0,2.0,325.0,0.0,0.0,0.963855422,0.75,2.0,5.0,80.25,11.0,5.25,0.0
2.0,4.0,0.0,4.0,12.0,1.0,0.0,4.0,1.0,2.0,55.0,0.0,0.0,0.980392157,1.0,1.0,2.0,26.5,3.0,2.0,0.0
9.0,1.0,1.0,4.0,19.0,30.0,1.0,3.0,7.0,0.5,130.0,1.0,0.0,0.0,1.0,0.0,0.0,13.33333333,4.0,1.2222,0.0
2.0,2.0,0.0,10.0,9.0,1.0,6.0,3.0,2.0,2.0,31.0,0.0,0.0,0.923076923,0.666666667,0.0,0.0,14.5,1.0,0.5,0.0
2.0,3.0,0.0,3.0,8.0,1.0,1.0,3.0,2.0,2.0,33.0,0.0,0.0,0.96969697,1.0,0.0,0.0,15.5,1.0,0.5,0.0
55.0,3.0,8.0,20.0,106.0,1313.0,8.0,12.0,9.0,0.956552707,1133.0,1.0,0.0,0.406593407,0.195454545,0.0,0.0,19.12727273,10.0,1.8545,0.0
3.0,1.0,0.0,3.0,17.0,0.0,2.0,1.0,3.0,1.0,196.0,1.0,0.0,0.0,0.666666667,0.0,0.0,63.0,2.0,1.0,0.0
6.0,3.0,0.0,4.0,21.0,1.0,0.0,4.0,6.0,0.7,136.0,1.0,0.0,0.880952381,0.4166666670000001,0.0,2.0,21.0,1.0,0.8333,0.0
25.0,1.0,10.0,26.0,103.0,134.0,10.0,16.0,3.0,0.77173913,1167.0,1.0,9.0,0.0,0.226190476,0.0,0.0,0.0,29.0,4.68,1.0
22.0,4.0,0.0,9.0,90.0,129.0,2.0,9.0,16.0,0.84981685,826.0,1.0,3.0,1.0,0.318181818,2.0,2.0,35.95454545,6.0,1.2727,1.0
14.0,5.0,2.0,12.0,64.0,0.0,2.0,10.0,5.0,0.807692308,531.0,1.0,2.0,0.905797101,0.246031746,2.0,7.0,36.64285714,6.0,1.3571,0.0
3.0,3.0,0.0,2.0,11.0,3.0,1.0,1.0,3.0,2.0,25.0,0.0,0.0,0.8,0.666666667,2.0,2.0,7.333333333,1.0,0.6667,0.0
31.0,2.0,0.0,8.0,77.0,317.0,5.0,3.0,22.0,0.8583333329999999,615.0,1.0,0.0,0.469387755,0.14,1.0,1.0,18.4516129,5.0,1.5161,1.0
8.0,2.0,0.0,6.0,15.0,6.0,3.0,6.0,8.0,0.7428571429999999,122.0,1.0,1.0,0.5625,0.4375,0.0,0.0,13.625,2.0,1.125,0.0
1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,2.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
13.0,1.0,1.0,15.0,66.0,78.0,10.0,7.0,12.0,1.083333333,476.0,0.0,0.0,0.0,0.207692308,0.0,0.0,174.0,2.0,1.0,0.0
31.0,2.0,0.0,8.0,77.0,317.0,5.0,3.0,22.0,0.8583333329999999,615.0,0.916666667,0.0,0.469387755,0.14,1.0,1.0,18.4516129,5.0,1.5161,1.0
25.0,1.0,0.0,10.0,53.0,224.0,1.0,9.0,17.0,0.0,460.0,1.0,1.0,0.0,0.2,0.0,0.0,17.12,5.0,1.84,1.0
7.0,4.0,0.0,11.0,32.0,0.0,0.0,11.0,6.0,0.666666667,189.0,0.0,1.0,0.928571429,0.342857143,1.0,1.0,25.42857143,3.0,1.1429,0.0
2.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,7.0,0.0,0.0,0.947368421,0.75,1.0,1.0,2.5,1.0,0.5,0.0
8.0,1.0,0.0,1.0,14.0,28.0,1.0,0.0,8.0,2.0,274.0,0.0,0.0,0.0,0.45,0.0,1.0,33.25,7.0,2.875,0.0
4.0,2.0,0.0,10.0,25.0,6.0,1.0,9.0,0.0,1.0,183.0,0.0,0.0,0.884615385,0.5,0.0,0.0,44.5,9.0,2.75,0.0
3.0,1.0,5.0,2.0,3.0,3.0,2.0,0.0,3.0,1.5,4.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,0.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,14.0,1.0,0.0
9.0,3.0,0.0,0.0,16.0,34.0,0.0,5.0,8.0,0.0,60.0,1.0,0.0,0.8,0.666666667,1.0,1.0,5.555555556,2.0,1.0,0.0
17.0,1.0,0.0,19.0,73.0,112.0,13.0,7.0,5.0,0.84375,545.0,1.0,1.0,0.0,0.170454545,0.0,0.0,28.17647059,2.0,1.0,1.0
23.0,3.0,1.0,14.0,73.0,151.0,0.0,13.0,23.0,0.921717172,668.0,0.7777777779999999,2.0,0.627118644,0.207729469,3.0,3.0,27.26086957,26.0,2.3913,1.0
21.0,4.0,0.0,13.0,73.0,0.0,1.0,13.0,14.0,0.85,737.0,1.0,3.0,0.7959183670000001,0.301587302,3.0,3.0,33.47619048,3.0,1.0952,0.0
25.0,2.0,0.0,7.0,18.0,6.0,1.0,6.0,3.0,2.0,119.0,0.0,0.0,0.625,0.5,0.0,0.0,28.75,1.0,0.75,0.0
9.0,2.0,1.0,6.0,60.0,24.0,2.0,4.0,5.0,0.85,404.0,1.0,0.0,0.6875,0.458333333,1.0,3.0,43.33333333,2.0,0.6667,1.0
5.0,1.0,0.0,4.0,13.0,0.0,0.0,4.0,5.0,0.5,65.0,1.0,0.0,0.0,0.8,2.0,0.0,11.6,3.0,1.2,0.0
13.0,3.0,4.0,12.0,42.0,54.0,5.0,7.0,8.0,0.791666667,233.0,1.0,1.0,0.7142857140000001,0.261538462,1.0,3.0,16.61538462,13.0,2.0,1.0
9.0,4.0,0.0,11.0,54.0,10.0,1.0,11.0,7.0,0.8035714290000001,345.0,1.0,0.0,0.870967742,0.314814815,1.0,1.0,39.0,1.0,0.8889,1.0
3.0,1.0,0.0,5.0,19.0,1.0,0.0,5.0,2.0,0.5,89.0,1.0,0.0,0.0,0.5,0.0,0.0,28.33333333,1.0,0.3333,0.0
20.0,1.0,0.0,4.0,42.0,130.0,0.0,4.0,18.0,0.736842105,376.0,1.0,1.0,0.0,1.0,0.0,0.0,17.45,3.0,1.15,0.0
11.0,3.0,0.0,8.0,26.0,0.0,0.0,8.0,11.0,0.0,76.0,1.0,1.0,0.787234043,0.287878788,2.0,2.0,5.818181817999999,1.0,0.9091,0.0
4.0,3.0,0.0,4.0,10.0,2.0,0.0,10.0,4.0,0.666666667,48.0,1.0,0.0,0.925,0.5,0.0,0.0,10.5,1.0,0.75,0.0
2.0,1.0,0.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.75,1.0,0.0,0.0,1.0,1.0,0.0
24.0,3.0,0.0,21.0,96.0,246.0,9.0,13.0,20.0,0.7228260870000001,610.0,0.875,1.0,0.5660377360000001,0.15416666699999998,1.0,1.0,24.08333333,14.0,2.5417,0.0
22.0,5.0,1.0,17.0,73.0,151.0,4.0,15.0,14.0,0.848484848,618.0,1.0,0.0,1.0,0.221590909,0.0,0.0,26.59090909,7.0,1.6364,1.0
1.0,1.0,0.0,36.0,1.0,0.0,35.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
9.0,1.0,0.0,5.0,24.0,4.0,5.0,1.0,3.0,0.4166666670000001,156.0,1.0,0.0,0.0,0.3125,0.0,0.0,16.0,6.0,1.8889,0.0
7.0,1.0,0.0,3.0,46.0,0.0,1.0,2.0,7.0,0.5,218.0,1.0,0.0,0.0,0.476190476,0.0,0.0,29.57142857,5.0,2.2857,0.0
46.0,4.0,0.0,39.0,135.0,17.0,2.0,2.0,40.0,0.8837606840000001,1100.0,1.0,3.0,0.639344262,0.074666667,3.0,5.0,22.63043478,16.0,1.6739,1.0
24.0,3.0,0.0,18.0,91.0,218.0,0.0,18.0,18.0,0.8898809520000001,671.0,1.0,2.0,0.6166666670000001,0.325,1.0,1.0,25.28,10.0,1.56,0.0
0.0,1.0,0.0,1.0,11.0,7.0,1.0,0.0,7.0,0.333333333,98.0,0.0,0.0,0.0,0.7142857140000001,0.0,0.0,12.57142857,7.0,1.4286,0.0
6.0,3.0,0.0,3.0,6.0,0.0,0.0,3.0,6.0,0.64,128.0,1.0,0.0,0.880952381,0.5555555560000001,2.0,2.0,19.5,1.0,0.8333,0.0
6.0,2.0,0.0,3.0,18.0,0.0,0.0,3.0,6.0,0.64,128.0,1.0,0.0,0.880952381,0.5555555560000001,2.0,2.0,19.5,1.0,0.8333,0.0
28.0,4.0,5.0,0.0,45.0,348.0,6.0,23.0,28.0,0.037037037,204.0,1.0,0.0,0.564516129,0.079192547,0.0,0.0,6.25,4.0,1.2143,0.0
28.0,3.0,0.0,44.0,96.0,286.0,32.0,13.0,22.0,0.592592593,1047.0,0.5,1.0,0.545454545,0.126984127,2.0,5.0,36.32142857,15.0,1.0,0.0
5.0,1.0,1.0,5.0,7.0,6.0,5.0,0.0,5.0,0.75,32.0,1.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.8,0.0
3.0,2.0,1.0,7.0,40.0,3.0,2.0,5.0,1.0,2.0,237.0,0.0,0.0,0.9,1.0,1.0,1.0,78.0,8.0,3.0,0.0
17.0,1.0,34.0,78.0,23.0,119.0,75.0,5.0,16.0,0.8730158729999999,125.0,1.0,4.0,0.0,0.218045113,0.0,0.0,5.210526316,2.0,1.0,0.0
5.0,1.0,2.0,8.0,13.0,10.0,2.0,6.0,15.0,2.0,53.0,0.0,0.0,0.0,0.56,0.0,0.0,9.6,1.0,0.8,0.0
24.0,3.0,0.0,17.0,118.0,72.0,0.0,15.0,17.0,0.851449275,1066.0,0.916666667,1.0,0.6166666670000001,0.185185185,3.0,4.0,42.91666667,6.0,1.7083,1.0
8.0,1.0,33.0,59.0,14.0,20.0,58.0,1.0,7.0,1.0,87.0,1.0,0.0,0.0,0.6875,0.0,0.0,9.625,5.0,1.5,0.0
3.0,3.0,0.0,5.0,12.0,3.0,1.0,4.0,1.0,2.0,40.0,0.0,0.0,0.857142857,0.666666667,0.0,0.0,12.33333333,1.0,0.6667,0.0
4.0,5.0,0.0,5.0,7.0,0.0,3.0,2.0,4.0,0.0,155.0,1.0,0.0,0.954545455,0.625,0.0,0.0,6.0,1.0,0.25,0.0
2.0,4.0,0.0,2.0,4.0,1.0,0.0,2.0,1.0,2.0,20.0,0.0,0.0,0.971428571,0.0,1.0,1.0,9.0,3.0,1.5,0.0
18.0,1.0,2.0,24.0,68.0,151.0,18.0,8.0,17.0,1.044117647,386.0,0.125,0.0,0.0,0.0,0.0,0.0,20.0,4.0,1.5,1.0
5.0,3.0,0.0,6.0,26.0,0.0,0.0,6.0,4.0,0.375,141.0,0.0,0.0,0.902439024,0.466666667,0.0,0.0,26.8,1.0,0.8,0.0
48.0,4.0,0.0,25.0,112.0,962.0,8.0,19.0,44.0,0.965045593,837.0,0.6785714290000001,4.0,0.629032258,0.15531914900000002,3.0,3.0,15.85416667,9.0,1.375,1.0
4.0,3.0,0.0,5.0,10.0,2.0,0.0,4.0,4.0,0.666666667,48.0,1.0,0.0,0.925,0.5,0.0,0.0,10.5,1.0,0.75,0.0
8.0,3.0,0.0,5.0,30.0,8.0,0.0,5.0,7.0,0.7142857140000001,214.0,1.0,1.0,0.8409090909999999,0.5,2.0,2.0,25.25,6.0,1.75,0.0
2.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,1.0,0.75,1.0,1.0,2.5,1.0,0.5,0.0
7.0,5.0,0.0,0.0,17.0,0.0,1.0,3.0,5.0,0.7777777779999999,107.0,1.0,0.0,0.848484848,0.476190476,2.0,5.0,13.85714286,5.0,1.2857,0.0
11.0,4.0,3.0,12.0,41.0,0.0,3.0,9.0,9.0,0.816666667,240.0,0.666666667,0.0,0.811320755,0.290909091,0.0,0.0,20.27272727,4.0,1.2727,0.0
9.0,1.0,0.0,3.0,19.0,572.0,2.0,1.0,9.0,0.53125,119.0,1.0,0.0,0.0,0.518518519,0.0,0.0,11.77777778,3.0,1.4444,0.0
3.0,3.0,2.0,8.0,6.0,1.0,7.0,1.0,3.0,0.5,25.0,1.0,0.0,0.882352941,0.833333333,1.0,0.0,7.0,3.0,1.3333,0.0
7.0,5.0,0.0,9.0,79.0,0.0,5.0,4.0,7.0,0.666666667,263.0,0.0,0.0,0.8636363640000001,0.342857143,2.0,5.0,36.0,8.0,3.0,0.0
13.0,5.0,0.0,11.0,33.0,68.0,5.0,7.0,12.0,0.75,199.0,1.0,0.0,0.837837838,0.292307692,2.0,8.0,14.15384615,5.0,2.1538,0.0
3.0,4.0,0.0,4.0,21.0,3.0,0.0,4.0,1.0,1.5,144.0,1.0,0.0,0.960784314,0.0,2.0,3.0,46.66666667,9.0,3.3333,0.0
5.0,1.0,0.0,5.0,13.0,0.0,4.0,1.0,5.0,0.0,69.0,1.0,0.0,0.0,0.533333333,0.0,0.0,12.6,5.0,1.2,0.0
5.0,5.0,0.0,3.0,19.0,4.0,1.0,2.0,4.0,0.25,107.0,1.0,0.0,0.903225806,0.7,2.0,5.0,20.2,1.0,0.6,0.0
36.0,3.0,6.0,19.0,106.0,272.0,4.0,15.0,26.0,0.8628571429999999,712.0,1.0,3.0,0.513888889,0.175,0.0,0.0,18.36111111,12.0,1.3889,0.0
7.0,1.0,0.0,5.0,12.0,11.0,1.0,4.0,7.0,0.666666667,72.0,1.0,1.0,0.0,0.571428571,0.0,0.0,8.857142857000001,5.0,1.4286,0.0
4.0,1.0,0.0,2.0,7.0,6.0,1.0,1.0,4.0,2.0,20.0,0.0,0.0,0.0,0.875,2.0,0.0,4.0,1.0,0.75,0.0
4.0,2.0,0.0,4.0,15.0,0.0,1.0,3.0,4.0,0.333333333,109.0,1.0,0.0,0.75,1.0,0.0,0.0,25.75,1.0,0.75,0.0
5.0,3.0,0.0,7.0,31.0,4.0,0.0,7.0,4.0,0.75,178.0,1.0,1.0,0.925,0.0,2.0,2.0,34.0,11.0,2.6,0.0
4.0,3.0,0.0,4.0,10.0,2.0,0.0,4.0,4.0,0.666666667,48.0,1.0,0.0,0.925,0.5,0.0,0.0,10.5,1.0,0.75,0.0
4.0,3.0,0.0,4.0,52.0,0.0,0.0,4.0,4.0,0.5,54.0,1.0,0.0,0.914285714,0.75,0.0,0.0,12.0,1.0,0.75,1.0
6.0,3.0,0.0,8.0,32.0,9.0,0.0,8.0,4.0,0.8,194.0,1.0,1.0,0.902439024,0.35,2.0,2.0,0.0,10.0,2.1667,1.0
1.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0
8.0,3.0,0.0,12.0,0.0,4.0,3.0,10.0,6.0,0.523809524,243.0,1.0,1.0,0.8409090909999999,0.35,1.0,4.0,29.0,3.0,1.375,0.0
7.0,5.0,0.0,5.0,18.0,0.0,1.0,4.0,5.0,0.708333333,126.0,1.0,0.0,0.848484848,0.476190476,2.0,5.0,16.42857143,5.0,1.2857,0.0
19.0,3.0,0.0,6.0,41.0,21.0,1.0,6.0,7.0,0.793650794,360.0,1.0,0.0,0.804347826,0.45,0.0,0.0,34.3,2.0,1.1,0.0
7.0,2.0,0.0,4.0,21.0,3.0,2.0,4.0,7.0,0.666666667,108.0,1.0,0.0,0.5,0.428571429,1.0,0.0,13.71428571,2.0,1.0,0.0
5.0,2.0,0.0,7.0,14.0,0.0,6.0,3.0,5.0,0.375,736.0,1.0,0.0,0.6,0.466666667,1.0,1.0,8.8,1.0,0.8,0.0
8.0,3.0,0.0,5.0,29.0,0.0,1.0,4.0,6.0,0.428571429,177.0,1.0,-0.0,0.833333333,0.3125,1.0,1.0,20.875,5.0,2.0,0.0
14.0,5.0,0.0,14.0,69.0,25.0,1.0,14.0,2.0,0.837606838,492.0,0.7777777779999999,2.0,0.8059701490000001,0.241071429,1.0,1.0,33.5,17.0,2.5,0.0
13.0,3.0,0.0,6.0,30.0,30.0,0.0,6.0,8.0,0.7818181820000001,282.0,1.0,1.0,0.770833333,0.472222222,1.0,1.0,22.08333333,6.0,2.0833,0.0
15.0,2.0,0.0,18.0,66.0,77.0,9.0,13.0,2.0,0.87755102,315.0,1.0,3.0,1.0,0.222222222,1.0,1.0,19.53333333,2.0,0.9333,0.0
12.0,1.0,0.0,14.0,23.0,68.0,12.0,2.0,12.0,0.697916667,357.0,1.0,0.0,0.0,0.708333333,0.0,0.0,25.84615385,44.0,4.0769,0.0
1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,2064.0,1.0,0.0,0.0,0.0,0.0,0.0,2052.0,0.0,0.0,0.0
3.0,4.0,0.0,4.0,21.0,3.0,0.0,4.0,1.0,1.5,144.0,1.0,0.0,0.960784314,1.0,2.0,3.0,46.66666667,0.0,3.3333,0.0
5.0,3.0,0.0,5.0,16.0,0.0,1.0,5.0,5.0,0.5,82.0,1.0,2.0,0.902439024,1.0,1.0,1.0,15.0,3.0,1.2,0.0
6.0,2.0,0.0,15.0,56.0,13.0,1.0,14.0,3.0,0.8,280.0,0.0,1.0,1.0,0.583333333,0.0,0.0,45.5,5.0,2.1667,0.0
3.0,3.0,2.0,6.0,6.0,1.0,5.0,0.0,3.0,0.5,25.0,1.0,0.0,0.882352941,0.833333333,1.0,1.0,7.0,3.0,1.3333,0.0
7.0,1.0,0.0,5.0,19.0,436.0,2.0,3.0,7.0,2.0,105.0,0.0,0.0,0.0,0.2,1.0,1.0,14.0,8.0,2.4286,1.0
4.0,1.0,0.0,1.0,10.0,2.0,1.0,0.0,4.0,0.8666666670000001,93.0,1.0,0.0,0.0,0.5,0.0,0.0,21.0,3.0,1.75,0.0
5.0,3.0,3.0,8.0,12.0,2.0,6.0,2.0,5.0,0.625,49.0,1.0,0.0,1.0,0.466666667,0.0,0.0,8.4,1.0,0.8,0.0
5.0,1.0,0.0,3.0,15.0,0.0,2.0,1.0,4.0,0.5,137.0,1.0,0.0,0.0,0.9,2.0,0.0,25.2,4.0,1.8,0.0
8.0,3.0,1.0,10.0,45.0,2.0,1.0,9.0,8.0,0.7142857140000001,336.0,1.0,1.0,1.0,0.35,2.0,2.0,40.25,2.0,1.125,1.0
1.0,1.0,0.0,18.0,1.0,0.0,10.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
12.0,2.0,2.0,8.0,25.0,0.0,24.0,6.0,10.0,0.363636364,91.0,1.0,2.0,0.45,0.27777777800000003,1.0,1.0,6.416666667,2.0,1.0,1.0
29.0,3.0,7.0,89.0,59.0,328.0,85.0,5.0,27.0,1.0,471.0,0.7777777779999999,0.0,0.5660377360000001,0.234693878,3.0,4.0,14.93103448,6.0,2.0345,0.0
9.0,1.0,0.0,3.0,19.0,8.0,2.0,1.0,9.0,0.53125,119.0,1.0,0.0,0.0,0.518518519,0.0,0.0,11.77777778,3.0,1.4444,0.0
21.0,4.0,0.0,13.0,73.0,128.0,1.0,13.0,14.0,0.85,737.0,1.0,3.0,0.7959183670000001,0.301587302,0.0,3.0,33.47619048,3.0,1.0952,0.0
23.0,1.0,0.0,31.0,82.0,201.0,22.0,0.0,17.0,0.8939393940000001,1093.0,0.444444444,0.0,0.0,0.318181818,0.0,0.0,45.73913043,24.0,2.3043,0.0
2.0,2.0,0.0,29.0,9.0,1.0,6.0,4.0,2.0,2.0,31.0,0.0,0.0,0.923076923,0.666666667,0.0,0.0,14.5,1.0,0.5,0.0
4.0,4.0,11.0,14.0,7.0,4.0,11.0,3.0,3.0,0.666666667,22.0,1.0,1.0,0.928571429,0.5,0.0,0.0,4.25,1.0,0.5,0.0
4.0,4.0,0.0,4.0,32.0,6.0,0.0,6.0,1.0,2.0,325.0,0.0,0.0,0.963855422,0.75,3.0,5.0,80.25,11.0,5.25,0.0
4.0,3.0,0.0,6.0,15.0,0.0,4.0,2.0,38.0,0.333333333,82.0,0.0,0.0,0.925,0.625,1.0,1.0,19.25,1.0,0.75,0.0
9.0,5.0,0.0,12.0,36.0,0.0,0.0,12.0,4.0,1.0,375.0,1.0,3.0,0.930434783,0.4,2.0,4.0,40.11111111,11.0,2.4444,0.0
20.0,3.0,0.0,14.0,69.0,130.0,1.0,13.0,16.0,0.8468899520000001,819.0,1.0,4.0,0.660714286,0.25,2.0,2.0,39.4,25.0,3.05,1.0
15.0,3.0,3.0,10.0,47.0,39.0,4.0,6.0,11.0,0.5476190479999999,310.0,1.0,0.0,0.681818182,0.222222222,2.0,5.0,19.46666667,7.0,1.8667,1.0
22.0,1.0,0.0,5.0,4.0,6.0,4.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0
36.0,3.0,0.0,12.0,43.0,36.0,3.0,10.0,7.0,0.638888889,424.0,1.0,0.0,0.7551020409999999,0.320512821,1.0,6.0,31.38461538,4.0,1.8462,0.0
5.0,4.0,0.0,8.0,45.0,6.0,0.0,8.0,4.0,0.75,261.0,1.0,0.0,0.951219512,0.6,1.0,5.0,50.8,7.0,2.0,0.0
30.0,4.0,0.0,19.0,93.0,317.0,1.0,19.0,23.0,0.912972085,949.0,1.0,5.0,0.728971963,0.238095238,3.0,4.0,29.93333333,3.0,1.0,1.0
2.0,2.0,0.0,8.0,26.0,1.0,1.0,7.0,2.0,2.0,149.0,0.0,0.0,0.958333333,1.0,0.0,0.0,73.5,1.0,1.0,0.0
2.0,2.0,0.0,9.0,28.0,1.0,1.0,8.0,2.0,2.0,268.0,0.0,0.0,0.958333333,1.0,1.0,1.0,133.0,1.0,0.5,1.0
1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0
25.0,2.0,0.0,18.0,117.0,230.0,2.0,17.0,14.0,0.958333333,877.0,0.7894736840000001,0.0,0.571428571,0.222222222,1.0,4.0,33.32,5.0,1.64,1.0
7.0,1.0,1.0,5.0,8.0,3.0,5.0,0.0,7.0,0.75,47.0,1.0,0.0,0.0,0.476190476,0.0,0.0,5.1428571430000005,1.0,2.0,0.0
25.0,5.0,1.0,14.0,91.0,196.0,3.0,13.0,16.0,0.878205128,800.0,1.0,1.0,0.7012987009999999,0.21875,0.0,0.0,31.0,6.0,1.68,1.0
7.0,1.0,0.0,24.0,8.0,494.0,24.0,0.0,7.0,0.666666667,43.0,1.0,0.0,0.0,0.7142857140000001,0.0,0.0,4.714285714,1.0,0.8571,0.0
9.0,1.0,0.0,7.0,21.0,16.0,0.0,7.0,9.0,0.85,123.0,1.0,1.0,0.0,0.311111111,0.0,3.0,12.11111111,7.0,1.6667,0.0
2.0,2.0,0.0,1.0,6.0,1.0,0.0,1.0,1.0,2.0,20.0,0.0,0.0,0.875,0.75,1.0,1.0,9.0,1.0,0.5,0.0
3.0,1.0,0.0,0.0,19.0,1.0,0.0,5.0,2.0,0.5,89.0,1.0,0.0,0.0,0.5,0.0,0.0,28.33333333,1.0,0.3333,0.0
4.0,1.0,0.0,4.0,5.0,0.0,3.0,1.0,4.0,0.333333333,24.0,1.0,0.0,0.0,0.875,0.0,0.0,4.75,1.0,1.0,0.0
33.0,1.0,0.0,29.0,0.0,420.0,19.0,25.0,22.0,0.902777778,1585.0,0.333333333,0.0,0.0,0.28125,0.0,0.0,46.21212121,17.0,2.1818,1.0
